respondent_id,field_day,supplier,screener_version,loi_minutes,age_band,gender,region,education,urbanicity,aware,consider,used_12m,b1,b2,b3,b4,b5,b6,b7,b8
R00641,5,Colwyn,v2_12month,5.6,55-64,Male,Northeast,High school or less,Urban,0,0,0,2,1,5,4,3,2,5,4
R00642,7,Colwyn,v2_12month,8.5,18-34,Male,Northeast,Bachelor's or higher,Urban,0,0,0,3,4,5,1,2,3,4,5
R00643,9,Colwyn,v2_12month,9.9,18-34,Female,Midwest,High school or less,Rural,0,0,0,1,5,3,2,2,1,4,3
R00644,4,Colwyn,v2_12month,7.6,18-34,Male,Midwest,Bachelor's or higher,Urban,1,0,0,2,3,5,1,3,4,1,2
R00645,5,Colwyn,v2_12month,2.4,18-34,Male,South,Some college,Urban,0,0,0,1,5,4,3,5,4,3,2
R00646,8,Colwyn,v2_12month,5.2,35-54,Female,West,Bachelor's or higher,Rural,1,0,0,2,3,4,5,3,4,5,1
R00647,9,Colwyn,v2_12month,9.0,18-34,Female,Northeast,Bachelor's or higher,Suburban,1,0,0,3,2,5,4,2,1,4,3
R00648,6,Colwyn,v2_12month,9.5,18-34,Female,South,High school or less,Urban,1,1,1,2,3,5,1,1,2,4,5
R00649,1,Meridian,v1_3month,7.4,18-34,Male,West,Bachelor's or higher,Rural,0,0,0,4,3,2,1,5,4,3,2
R00650,2,Meridian,v1_3month,9.2,18-34,Male,West,Bachelor's or higher,Suburban,1,1,0,4,3,1,5,5,4,2,1
R00651,3,Meridian,v2_12month,5.1,65+,Female,South,Bachelor's or higher,Rural,1,0,0,1,2,3,4,5,1,2,3
R00652,7,Colwyn,v2_12month,4.9,35-54,Male,West,High school or less,Suburban,0,0,0,4,3,2,1,5,4,3,2
R00653,2,Meridian,v1_3month,7.6,18-34,Female,South,Some college,Suburban,1,1,1,4,5,2,3,3,4,1,2
R00654,3,Meridian,v2_12month,5.5,65+,Female,South,Bachelor's or higher,Suburban,1,1,1,5,4,2,1,4,3,1,5
R00655,3,Meridian,v2_12month,5.1,65+,Male,West,Some college,Urban,1,0,0,2,3,4,5,3,4,5,1
R00656,4,Colwyn,v2_12month,8.0,18-34,Female,Northeast,Some college,Urban,0,0,0,3,2,1,5,2,1,5,4
R00657,8,Colwyn,v2_12month,9.4,35-54,Female,West,Bachelor's or higher,Urban,0,0,0,5,1,3,4,1,2,4,5
R00658,1,Meridian,v1_3month,7.9,55-64,Male,Midwest,Some college,Rural,1,0,0,3,2,5,4,4,3,1,5
R00659,8,Colwyn,v2_12month,9.2,18-34,Male,South,Some college,Urban,0,0,0,3,4,5,1,2,3,4,5
R00660,6,Colwyn,v2_12month,7.9,18-34,Female,South,High school or less,Rural,0,0,0,2,3,4,5,1,2,3,4
R00661,4,Colwyn,v2_12month,8.4,35-54,Male,Midwest,Bachelor's or higher,Urban,0,0,0,2,1,4,3,3,2,5,4
R00662,8,Colwyn,v2_12month,8.2,18-34,Female,South,High school or less,Urban,1,0,0,1,2,4,5,5,1,3,4
R00663,1,Meridian,v1_3month,9.4,18-34,Male,South,Bachelor's or higher,Urban,1,1,1,2,1,5,4,3,2,1,5
R00664,2,Meridian,v1_3month,6.6,35-54,Male,West,High school or less,Urban,0,0,0,1,2,3,4,2,3,4,5
R00665,8,Colwyn,v2_12month,7.9,55-64,Female,South,Some college,Rural,1,1,1,2,1,4,3,1,5,3,2
R00666,7,Colwyn,v2_12month,8.3,18-34,Female,West,High school or less,Urban,0,0,0,4,4,4,4,4,4,4,4
R00667,3,Meridian,v2_12month,7.6,35-54,Male,West,Bachelor's or higher,Urban,1,1,1,2,1,5,4,1,5,4,3
R00668,9,Colwyn,v2_12month,7.7,18-34,Female,Midwest,Some college,Urban,1,0,0,4,5,1,2,3,4,5,1
R00669,9,Colwyn,v2_12month,7.9,35-54,Female,South,Bachelor's or higher,Urban,1,1,1,2,1,4,3,3,2,5,4
R00670,5,Colwyn,v2_12month,8.2,35-54,Male,West,Bachelor's or higher,Urban,1,0,0,4,3,2,1,3,2,1,5
R00671,8,Colwyn,v2_12month,9.8,18-34,Female,South,Bachelor's or higher,Urban,1,0,0,2,3,5,1,3,4,1,2
R00672,9,Colwyn,v2_12month,7.4,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,5,4,2,1,4,3,1,5
R00673,4,Colwyn,v2_12month,6.0,55-64,Female,South,Bachelor's or higher,Rural,1,1,0,4,5,1,2,5,1,2,3
R00674,7,Colwyn,v2_12month,5.9,18-34,Male,West,Some college,Suburban,1,0,0,3,2,1,5,4,3,2,1
R00675,3,Meridian,v2_12month,9.3,35-54,Female,South,Bachelor's or higher,Suburban,0,0,0,1,2,4,5,5,1,3,4
R00676,3,Meridian,v2_12month,9.9,35-54,Female,West,High school or less,Suburban,1,1,1,5,4,2,1,1,5,3,2
R00677,3,Meridian,v2_12month,5.5,65+,Male,West,Bachelor's or higher,Suburban,1,0,0,3,4,5,1,2,3,4,5
R00678,6,Colwyn,v2_12month,6.6,18-34,Male,South,Bachelor's or higher,Urban,0,0,0,2,1,5,4,1,5,4,3
R00679,3,Meridian,v2_12month,5.8,35-54,Male,Northeast,Bachelor's or higher,Urban,1,1,1,5,1,3,4,1,2,4,5
R00680,4,Colwyn,v2_12month,7.1,18-34,Female,South,Some college,Rural,1,0,0,5,1,3,4,1,2,4,5
R00681,8,Colwyn,v2_12month,5.7,35-54,Male,South,High school or less,Suburban,1,0,0,4,3,2,1,3,2,1,5
R00682,4,Colwyn,v2_12month,5.7,18-34,Male,Northeast,Some college,Urban,1,1,1,5,1,2,3,1,2,3,4
R00683,8,Colwyn,v2_12month,6.1,65+,Male,Midwest,High school or less,Urban,1,1,1,1,5,3,2,5,4,2,1
R00684,3,Meridian,v2_12month,8.2,55-64,Male,West,Bachelor's or higher,Urban,0,0,0,2,3,5,1,1,2,4,5
R00685,3,Meridian,v2_12month,7.7,35-54,Male,Northeast,Bachelor's or higher,Suburban,1,1,1,5,4,3,2,1,5,4,3
R00686,7,Colwyn,v2_12month,7.8,18-34,Female,Midwest,Some college,Urban,0,0,0,1,2,3,4,5,1,2,3
R00687,9,Colwyn,v2_12month,6.8,65+,Male,South,Some college,Urban,1,0,0,4,3,1,5,5,4,2,1
R00688,3,Meridian,v2_12month,5.4,35-54,Male,South,Some college,Rural,0,0,0,3,4,1,2,4,5,2,3
R00689,4,Colwyn,v2_12month,7.9,18-34,Male,West,Bachelor's or higher,Urban,1,1,1,4,3,2,1,3,2,1,5
R00690,5,Colwyn,v2_12month,6.5,65+,Female,West,Bachelor's or higher,Urban,1,1,1,1,5,3,2,5,4,2,1
R00691,6,Colwyn,v2_12month,9.2,18-34,Male,South,Some college,Suburban,0,0,0,5,1,2,3,1,2,3,4
R00692,8,Colwyn,v2_12month,7.3,55-64,Female,West,High school or less,Urban,1,0,0,4,3,2,1,3,2,1,5
R00693,7,Colwyn,v2_12month,8.1,18-34,Female,South,High school or less,Suburban,0,0,0,2,3,5,1,3,4,1,2
R00694,1,Meridian,v1_3month,5.1,55-64,Female,South,Some college,Urban,1,0,0,5,4,2,1,1,5,3,2
R00695,1,Meridian,v1_3month,9.0,35-54,Male,South,High school or less,Suburban,0,0,0,2,3,4,5,1,2,3,4
R00696,9,Colwyn,v2_12month,8.2,35-54,Female,West,Bachelor's or higher,Suburban,0,0,0,5,4,3,2,1,5,4,3
R00697,5,Colwyn,v2_12month,7.5,18-34,Male,South,Bachelor's or higher,Urban,1,0,0,1,2,4,5,5,1,3,4
R00698,7,Colwyn,v2_12month,5.1,18-34,Female,South,Bachelor's or higher,Suburban,1,0,0,5,4,2,1,4,3,1,5
R00699,2,Meridian,v1_3month,4.9,55-64,Male,South,Some college,Suburban,1,1,0,3,4,5,1,4,5,1,2
R00700,8,Colwyn,v2_12month,9.2,55-64,Female,South,Bachelor's or higher,Suburban,1,0,0,2,2,2,2,2,2,2,2
R00701,6,Colwyn,v2_12month,8.3,55-64,Female,South,High school or less,Suburban,1,1,1,1,2,4,5,2,3,5,1
R00702,9,Colwyn,v2_12month,8.3,35-54,Male,Midwest,Some college,Suburban,0,0,0,1,5,3,2,5,4,2,1
R00703,7,Colwyn,v2_12month,7.4,35-54,Female,South,Bachelor's or higher,Suburban,0,0,0,5,1,2,3,1,2,3,4
R00704,8,Colwyn,v2_12month,9.4,35-54,Male,Northeast,High school or less,Suburban,1,1,1,4,3,2,1,5,4,3,2
R00705,9,Colwyn,v2_12month,9.9,35-54,Male,Northeast,High school or less,Urban,0,0,0,2,3,5,1,1,2,4,5
R00706,9,Colwyn,v2_12month,6.3,35-54,Female,West,Some college,Urban,0,0,0,5,4,2,1,1,5,3,2
R00707,2,Meridian,v1_3month,6.2,65+,Female,Midwest,Bachelor's or higher,Urban,1,1,1,1,2,3,4,5,1,2,3
R00708,5,Colwyn,v2_12month,4.9,55-64,Female,Northeast,High school or less,Suburban,1,0,0,4,3,2,1,3,2,1,5
R00709,2,Meridian,v1_3month,5.4,65+,Male,South,Bachelor's or higher,Rural,1,1,1,3,4,1,2,4,5,2,3
R00710,5,Colwyn,v2_12month,7.5,35-54,Male,West,Some college,Suburban,1,1,0,4,5,1,2,3,4,5,1
R00711,8,Colwyn,v2_12month,7.1,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,3,2,5,4,4,3,1,5
R00712,5,Colwyn,v2_12month,6.1,18-34,Male,South,Some college,Urban,0,0,0,5,1,3,4,4,5,2,3
R00713,1,Meridian,v1_3month,9.6,55-64,Male,West,Bachelor's or higher,Rural,1,1,0,4,4,4,4,4,4,4,4
R00714,1,Meridian,v1_3month,9.8,65+,Male,Northeast,Some college,Urban,0,0,0,3,4,5,1,4,5,1,2
R00715,6,Colwyn,v2_12month,7.8,65+,Female,South,Bachelor's or higher,Suburban,1,1,0,4,3,1,5,3,2,5,4
R00716,1,Meridian,v1_3month,4.9,18-34,Male,West,High school or less,Urban,0,0,0,3,4,1,2,4,5,2,3
R00717,4,Colwyn,v2_12month,5.7,18-34,Male,South,Some college,Urban,0,0,0,1,5,4,3,5,4,3,2
R00718,1,Meridian,v1_3month,9.9,55-64,Male,West,Bachelor's or higher,Suburban,1,1,0,1,2,3,4,5,1,2,3
R00719,8,Colwyn,v2_12month,9.1,18-34,Female,South,High school or less,Urban,0,0,0,4,3,1,5,5,4,2,1
R00720,5,Colwyn,v2_12month,1.8,18-34,Female,South,High school or less,Suburban,0,0,0,2,1,4,3,3,1,5,4
R00721,6,Colwyn,v2_12month,6.2,35-54,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,2,3,4,5,1,2,3,4
R00722,4,Colwyn,v2_12month,7.7,55-64,Male,South,Bachelor's or higher,Urban,1,0,0,2,1,5,4,3,2,1,5
R00723,1,Meridian,v1_3month,7.7,35-54,Female,West,High school or less,Suburban,1,0,0,2,3,5,1,1,2,4,5
R00724,8,Colwyn,v2_12month,8.1,18-34,Female,South,Some college,Urban,1,1,1,2,1,4,3,1,5,3,2
R00725,6,Colwyn,v2_12month,2.2,65+,Female,Midwest,High school or less,Urban,1,0,0,5,1,2,3,1,2,3,4
R00726,6,Colwyn,v2_12month,8.3,35-54,Female,Midwest,Bachelor's or higher,Suburban,1,1,1,2,1,5,4,1,5,4,3
R00727,2,Meridian,v1_3month,8.8,55-64,Male,South,Some college,Suburban,1,0,0,2,3,5,1,2,4,5,1
R00728,9,Colwyn,v2_12month,6.2,55-64,Female,South,Some college,Urban,1,0,0,3,2,5,4,4,3,1,5
R00729,7,Colwyn,v2_12month,9.1,35-54,Male,West,Some college,Suburban,1,1,1,5,1,2,3,4,5,1,2
R00730,4,Colwyn,v2_12month,6.6,35-54,Female,Northeast,Bachelor's or higher,Rural,1,1,1,5,1,3,4,4,5,2,3
R00731,8,Colwyn,v2_12month,9.6,35-54,Female,Midwest,High school or less,Urban,0,0,0,3,2,1,5,4,3,2,1
R00732,1,Meridian,v1_3month,8.1,55-64,Male,West,Some college,Suburban,1,0,0,5,5,5,5,5,5,5,5
R00733,7,Colwyn,v2_12month,9.0,18-34,Female,Midwest,Bachelor's or higher,Urban,1,0,0,5,4,2,1,1,5,3,2
R00734,3,Meridian,v2_12month,6.6,55-64,Female,West,High school or less,Urban,1,0,0,5,1,3,4,1,2,4,5
R00735,8,Colwyn,v2_12month,8.5,18-34,Male,South,Bachelor's or higher,Suburban,0,0,0,2,1,5,4,1,5,4,3
R00736,2,Meridian,v1_3month,8.4,55-64,Male,South,High school or less,Suburban,1,1,0,4,5,1,2,4,1,2,3
R00737,5,Colwyn,v2_12month,6.4,18-34,Male,Midwest,Bachelor's or higher,Suburban,0,0,0,1,5,3,2,5,4,2,1
R00738,5,Colwyn,v2_12month,6.0,35-54,Male,South,High school or less,Urban,1,0,0,1,2,4,5,5,1,3,4
R00739,9,Colwyn,v2_12month,9.5,35-54,Male,West,High school or less,Suburban,1,1,1,5,4,3,2,1,5,4,3
R00740,6,Colwyn,v2_12month,7.8,35-54,Female,West,Bachelor's or higher,Urban,0,0,0,1,5,4,3,2,1,5,4
R00741,4,Colwyn,v2_12month,5.5,18-34,Female,Midwest,High school or less,Suburban,1,0,0,2,3,5,1,1,2,4,5
R00742,9,Colwyn,v2_12month,8.2,35-54,Male,Midwest,Bachelor's or higher,Urban,1,0,0,2,5,4,3,2,1,4,3
R00743,7,Colwyn,v2_12month,8.7,18-34,Female,West,Bachelor's or higher,Rural,0,0,0,3,4,5,1,2,3,4,1
R00744,8,Colwyn,v2_12month,5.2,18-34,Male,West,Bachelor's or higher,Urban,1,0,0,5,4,3,2,4,3,2,1
R00745,6,Colwyn,v2_12month,6.1,18-34,Male,Midwest,Bachelor's or higher,Urban,0,0,0,3,4,1,2,4,5,2,3
R00746,5,Colwyn,v2_12month,9.7,55-64,Male,South,Some college,Urban,1,1,1,3,2,5,4,2,1,4,3
R00747,2,Meridian,v1_3month,7.1,65+,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,2,3,4,5,3,4,5,1
R00748,1,Meridian,v1_3month,5.7,18-34,Female,South,Some college,Suburban,0,0,0,5,4,3,2,1,5,4,3
R00749,9,Colwyn,v2_12month,6.2,35-54,Female,West,High school or less,Suburban,1,1,1,1,2,4,5,5,1,3,4
R00750,9,Colwyn,v2_12month,6.5,65+,Female,Northeast,High school or less,Urban,1,1,0,3,4,5,1,4,5,1,2
R00751,1,Meridian,v1_3month,8.0,65+,Male,West,Bachelor's or higher,Urban,0,0,0,4,3,1,5,3,2,5,4
R00752,8,Colwyn,v2_12month,9.4,18-34,Male,Northeast,Bachelor's or higher,Suburban,0,0,0,3,4,1,2,4,5,2,3
R00753,5,Colwyn,v2_12month,6.4,18-34,Male,Northeast,Some college,Urban,0,0,0,5,4,3,2,4,3,2,1
R00754,3,Meridian,v2_12month,5.0,65+,Male,Midwest,Bachelor's or higher,Suburban,0,0,0,3,4,5,1,2,3,4,5
R00755,9,Colwyn,v2_12month,4.8,18-34,Female,South,Bachelor's or higher,Urban,1,0,0,1,5,3,2,2,1,4,3
R00756,9,Colwyn,v2_12month,5.9,18-34,Female,West,High school or less,Suburban,0,0,0,5,1,3,4,4,5,2,3
R00757,5,Colwyn,v2_12month,7.6,18-34,Male,West,Bachelor's or higher,Rural,0,0,0,3,2,1,5,4,3,2,1
R00758,2,Meridian,v1_3month,6.8,55-64,Female,Midwest,Bachelor's or higher,Urban,1,1,1,1,2,3,4,2,3,4,5
R00759,4,Colwyn,v2_12month,9.3,35-54,Female,South,High school or less,Urban,1,0,0,5,4,2,1,4,3,1,5
R00760,6,Colwyn,v2_12month,6.6,18-34,Male,South,Some college,Suburban,1,0,0,2,1,4,3,1,5,3,2
R00761,8,Colwyn,v2_12month,5.0,35-54,Male,Midwest,Bachelor's or higher,Urban,1,0,0,1,2,3,4,2,3,4,5
R00762,5,Colwyn,v2_12month,9.7,18-34,Male,South,Some college,Rural,0,0,0,4,3,1,5,3,2,1,5
R00763,8,Colwyn,v2_12month,5.4,65+,Male,Northeast,Some college,Suburban,1,1,1,1,2,4,5,2,3,5,1
R00764,8,Colwyn,v2_12month,7.5,18-34,Female,West,Bachelor's or higher,Suburban,0,0,0,1,5,3,2,2,1,4,3
R00765,4,Colwyn,v2_12month,8.0,35-54,Male,South,Some college,Suburban,0,0,0,2,3,4,5,1,2,3,4
R00766,8,Colwyn,v2_12month,4.9,35-54,Male,South,Bachelor's or higher,Suburban,1,1,0,2,1,5,4,3,2,1,5
R00767,6,Colwyn,v2_12month,6.5,35-54,Male,South,Some college,Rural,1,0,0,3,4,1,2,2,3,5,1
R00768,5,Colwyn,v2_12month,5.3,18-34,Male,South,Some college,Urban,0,0,0,1,5,3,2,5,4,2,1
R00769,3,Meridian,v2_12month,9.1,55-64,Male,Midwest,Some college,Suburban,1,1,0,5,1,2,3,1,2,3,4
R00770,2,Meridian,v1_3month,6.4,55-64,Male,West,High school or less,Suburban,1,1,0,2,2,2,2,2,2,2,2
R00771,4,Colwyn,v2_12month,6.3,18-34,Male,South,High school or less,Urban,0,0,0,3,2,1,5,2,1,5,4
R00772,8,Colwyn,v2_12month,8.7,55-64,Male,South,High school or less,Urban,1,0,0,3,4,5,1,4,5,1,2
R00773,5,Colwyn,v2_12month,8.9,35-54,Female,West,Bachelor's or higher,Suburban,1,0,0,5,4,2,1,4,3,1,5
R00774,8,Colwyn,v2_12month,7.3,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,5,1,3,4,4,5,2,3
R00775,9,Colwyn,v2_12month,6.6,18-34,Female,South,Some college,Rural,0,0,0,4,3,2,1,5,4,3,2
R00776,6,Colwyn,v2_12month,7.3,65+,Male,West,Some college,Urban,1,0,0,5,1,2,3,4,5,1,2
R00777,8,Colwyn,v2_12month,5.9,18-34,Female,Northeast,Some college,Suburban,0,0,0,3,2,5,4,4,3,1,5
R00778,6,Colwyn,v2_12month,7.9,18-34,Male,West,Bachelor's or higher,Urban,0,0,0,1,1,1,1,1,1,1,1
R00779,8,Colwyn,v2_12month,5.6,18-34,Male,South,Some college,Urban,0,0,0,4,3,2,1,3,2,1,5
R00780,8,Colwyn,v2_12month,2.4,18-34,Male,Midwest,Bachelor's or higher,Suburban,0,0,0,4,3,2,1,3,2,1,5
R00781,4,Colwyn,v2_12month,5.4,35-54,Female,South,Bachelor's or higher,Suburban,1,1,1,3,4,1,2,4,5,2,3
R00782,5,Colwyn,v2_12month,5.2,18-34,Female,South,Some college,Suburban,1,0,0,4,3,1,5,3,2,5,4
R00783,3,Meridian,v2_12month,8.9,35-54,Male,South,High school or less,Suburban,1,0,0,1,2,3,4,2,3,4,5
R00784,6,Colwyn,v2_12month,4.9,35-54,Female,South,High school or less,Urban,1,0,0,1,5,4,3,2,1,5,4
R00785,1,Meridian,v1_3month,7.0,65+,Male,Northeast,Bachelor's or higher,Urban,0,0,0,3,4,1,2,2,3,5,1
R00786,8,Colwyn,v2_12month,7.7,18-34,Female,South,Bachelor's or higher,Urban,0,0,0,3,2,5,4,4,3,1,5
R00787,8,Colwyn,v2_12month,8.5,35-54,Female,West,Some college,Urban,1,0,0,2,3,4,5,1,2,3,4
R00788,9,Colwyn,v2_12month,7.4,55-64,Female,West,Bachelor's or higher,Suburban,1,0,0,3,2,1,5,2,1,5,4
R00789,8,Colwyn,v2_12month,5.1,55-64,Male,West,High school or less,Rural,1,0,0,4,5,2,3,5,1,3,4
R00790,7,Colwyn,v2_12month,6.8,18-34,Male,Midwest,Bachelor's or higher,Rural,1,0,0,2,3,4,5,1,2,3,4
R00791,6,Colwyn,v2_12month,6.0,18-34,Female,West,Bachelor's or higher,Suburban,1,0,0,2,2,2,2,2,2,2,2
R00792,6,Colwyn,v2_12month,5.3,35-54,Male,West,High school or less,Suburban,1,0,0,2,3,5,1,1,2,4,5
R00793,4,Colwyn,v2_12month,5.5,18-34,Female,West,Some college,Suburban,1,0,0,1,5,4,3,2,1,5,4
R00794,7,Colwyn,v2_12month,7.8,35-54,Female,Northeast,High school or less,Suburban,0,0,0,2,3,4,5,3,4,5,1
R00795,1,Meridian,v1_3month,9.2,55-64,Female,West,Bachelor's or higher,Suburban,1,1,1,1,5,3,2,5,4,2,1
R00796,3,Meridian,v2_12month,9.4,65+,Male,South,Some college,Rural,1,0,0,1,2,4,5,2,3,5,1
R00797,5,Colwyn,v2_12month,8.9,55-64,Male,Midwest,High school or less,Suburban,1,1,0,2,1,5,4,1,5,4,3
R00798,3,Meridian,v2_12month,2.5,35-54,Female,South,High school or less,Rural,1,0,0,3,4,5,1,2,4,5,1
R00799,1,Meridian,v1_3month,6.8,55-64,Male,South,Some college,Urban,1,0,0,3,2,5,4,4,2,1,5
R00800,9,Colwyn,v2_12month,8.5,18-34,Female,Midwest,Bachelor's or higher,Rural,0,0,0,1,1,1,1,1,1,1,1
R00801,9,Colwyn,v2_12month,8.1,18-34,Male,Northeast,Bachelor's or higher,Urban,0,0,0,4,3,1,5,5,4,2,1
R00802,4,Colwyn,v2_12month,5.3,18-34,Female,Midwest,High school or less,Rural,0,0,0,5,1,3,4,4,5,2,3
R00803,6,Colwyn,v2_12month,7.6,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,4,3,2,1,5,4,3,2
R00804,5,Colwyn,v2_12month,6.9,18-34,Female,Midwest,Bachelor's or higher,Suburban,1,1,1,5,1,2,3,1,2,3,4
R00805,4,Colwyn,v2_12month,6.0,55-64,Male,South,Some college,Urban,1,1,0,5,4,2,1,4,3,1,5
R00806,6,Colwyn,v2_12month,5.9,18-34,Male,Northeast,Bachelor's or higher,Urban,1,0,0,1,2,4,5,2,3,5,1
R00807,8,Colwyn,v2_12month,6.7,18-34,Male,West,Bachelor's or higher,Urban,1,0,0,3,2,1,5,2,1,5,4
R00808,6,Colwyn,v2_12month,6.9,55-64,Male,Midwest,High school or less,Suburban,1,1,0,4,5,1,2,3,4,5,1
R00809,3,Meridian,v2_12month,6.2,35-54,Male,West,High school or less,Urban,1,1,0,5,4,2,1,1,5,3,2
R00810,4,Colwyn,v2_12month,6.2,18-34,Male,South,High school or less,Urban,0,0,0,1,5,4,3,5,4,3,2
R00811,5,Colwyn,v2_12month,6.3,35-54,Male,West,High school or less,Urban,1,0,0,3,4,1,2,4,5,2,3
R00812,5,Colwyn,v2_12month,5.3,55-64,Female,West,Bachelor's or higher,Suburban,1,1,1,3,2,5,4,2,1,4,3
R00813,3,Meridian,v2_12month,8.6,65+,Male,South,High school or less,Urban,0,0,0,4,4,4,4,4,4,4,4
R00814,9,Colwyn,v2_12month,6.4,18-34,Female,South,Some college,Rural,1,1,1,2,1,5,4,3,2,1,5
R00815,2,Meridian,v1_3month,7.1,35-54,Female,South,Bachelor's or higher,Suburban,1,0,0,3,4,1,2,2,3,5,1
R00816,8,Colwyn,v2_12month,5.7,18-34,Female,South,Some college,Suburban,0,0,0,1,5,3,2,2,1,4,3
R00817,6,Colwyn,v2_12month,7.2,18-34,Male,West,Some college,Urban,0,0,0,3,4,5,1,2,3,4,5
R00818,8,Colwyn,v2_12month,7.1,18-34,Male,South,Bachelor's or higher,Urban,1,0,0,1,5,4,3,5,4,3,2
R00819,6,Colwyn,v2_12month,7.8,65+,Female,West,High school or less,Urban,1,1,1,1,2,4,5,2,3,5,1
R00820,2,Meridian,v1_3month,7.1,65+,Male,Northeast,Some college,Rural,1,1,1,5,1,3,4,4,5,2,3
R00821,7,Colwyn,v2_12month,8.8,35-54,Female,South,High school or less,Urban,1,1,1,2,1,5,4,3,2,1,5
R00822,2,Meridian,v1_3month,8.5,55-64,Male,West,Some college,Suburban,1,0,0,5,5,5,5,5,5,5,5
R00823,8,Colwyn,v2_12month,9.4,18-34,Male,South,High school or less,Rural,0,0,0,4,3,1,5,5,4,2,1
R00824,7,Colwyn,v2_12month,9.2,18-34,Male,West,Bachelor's or higher,Urban,0,0,0,1,2,4,5,2,3,5,1
R00825,4,Colwyn,v2_12month,5.9,35-54,Female,South,High school or less,Urban,1,1,0,3,2,1,5,2,1,5,4
R00826,3,Meridian,v2_12month,9.0,55-64,Male,Midwest,High school or less,Rural,1,0,0,3,4,5,1,4,5,1,2
R00827,5,Colwyn,v2_12month,6.8,18-34,Male,South,Bachelor's or higher,Urban,0,0,0,4,3,1,5,3,2,5,4
R00828,5,Colwyn,v2_12month,6.4,35-54,Male,Midwest,Some college,Urban,0,0,0,1,2,4,5,5,1,3,4
R00829,7,Colwyn,v2_12month,9.9,35-54,Male,West,Bachelor's or higher,Rural,1,0,0,5,4,3,2,1,5,4,3
R00830,6,Colwyn,v2_12month,1.7,18-34,Female,West,High school or less,Suburban,0,0,0,1,5,3,2,2,1,4,3
R00831,6,Colwyn,v2_12month,6.6,18-34,Male,Midwest,Bachelor's or higher,Rural,0,0,0,5,1,2,3,4,5,1,2
R00832,3,Meridian,v2_12month,5.3,35-54,Female,West,Some college,Suburban,0,0,0,4,3,2,1,5,4,3,2
R00833,6,Colwyn,v2_12month,5.1,35-54,Male,West,High school or less,Urban,0,0,0,5,1,3,4,4,5,2,3
R00834,1,Meridian,v1_3month,9.0,55-64,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,4,3,1,5,3,2,5,4
R00835,7,Colwyn,v2_12month,7.6,18-34,Male,Northeast,High school or less,Suburban,0,0,0,5,1,2,3,1,2,3,4
R00836,5,Colwyn,v2_12month,8.7,55-64,Female,Northeast,Bachelor's or higher,Suburban,1,1,1,5,4,3,2,4,3,2,1
R00837,3,Meridian,v2_12month,5.7,65+,Male,South,Some college,Rural,1,1,1,4,5,2,3,5,1,3,4
R00838,9,Colwyn,v2_12month,6.6,35-54,Male,West,Some college,Urban,1,1,0,5,4,2,1,1,5,3,2
R00839,2,Meridian,v1_3month,6.5,35-54,Female,South,Bachelor's or higher,Urban,0,0,0,1,2,3,4,5,1,2,3
R00840,3,Meridian,v2_12month,8.7,35-54,Male,South,High school or less,Suburban,0,0,0,4,5,1,2,5,1,2,3
R00841,5,Colwyn,v2_12month,5.0,18-34,Female,Midwest,Some college,Suburban,0,0,0,2,1,4,3,1,5,3,2
R00842,4,Colwyn,v2_12month,5.2,35-54,Female,South,Bachelor's or higher,Urban,1,0,0,5,1,3,4,1,2,4,5
R00843,8,Colwyn,v2_12month,8.8,18-34,Male,Midwest,Bachelor's or higher,Suburban,1,0,0,2,1,5,4,1,5,4,3
R00844,2,Meridian,v1_3month,8.3,55-64,Female,West,Some college,Urban,0,0,0,5,1,2,3,4,5,1,2
R00845,8,Colwyn,v2_12month,9.2,18-34,Female,South,Bachelor's or higher,Urban,1,0,0,1,5,3,2,2,1,4,3
R00846,4,Colwyn,v2_12month,6.8,55-64,Male,Northeast,Bachelor's or higher,Rural,0,0,0,1,2,4,5,5,1,3,4
R00847,6,Colwyn,v2_12month,9.9,35-54,Female,South,High school or less,Urban,1,0,0,4,3,2,1,5,4,3,2
R00848,4,Colwyn,v2_12month,7.8,18-34,Male,South,High school or less,Suburban,0,0,0,2,3,4,5,3,4,5,1
R00849,8,Colwyn,v2_12month,6.3,35-54,Male,South,Some college,Urban,1,0,0,3,2,5,4,2,1,4,3
R00850,7,Colwyn,v2_12month,8.2,18-34,Female,South,Bachelor's or higher,Urban,0,0,0,5,4,3,2,1,5,4,3
R00851,3,Meridian,v2_12month,4.8,35-54,Male,Midwest,High school or less,Rural,0,0,0,1,2,4,5,5,1,3,4
R00852,6,Colwyn,v2_12month,5.6,18-34,Female,South,Some college,Suburban,0,0,0,5,4,2,1,1,5,3,2
R00853,9,Colwyn,v2_12month,6.1,35-54,Male,South,Some college,Urban,1,1,0,5,1,2,3,4,5,1,2
R00854,9,Colwyn,v2_12month,5.8,18-34,Male,West,Bachelor's or higher,Urban,1,0,0,3,2,1,5,2,1,5,4
R00855,5,Colwyn,v2_12month,6.5,18-34,Female,Midwest,Bachelor's or higher,Urban,1,0,0,1,2,4,5,2,3,5,1
